ID,GENDER,AGE,EDUC_LEV,MAR_STATUS,HH_SIZE,RATIO
139977,male,69,9 to 11th grade,married or lives with partner,3,2.74
139978,male,61,some college,married or lives with partner,4,5
139980,male,31,9 to 11th grade,married or lives with partner,5,0.5
139981,male,45,9 to 11th grade,widow or divorced or separated,1,4.12
139982,female,43,some college,married or lives with partner,6,4.03
139983,female,60,some college,never married,1,4.66
139984,male,62,college graduate,married or lives with partner,5,2.92
139985,male,71,HS graduate,widow or divorced or separated,1,1.28
139987,male,29,college graduate,married or lives with partner,2,5
139988,male,80,college graduate,married or lives with partner,2,
139994,female,63,college graduate,married or lives with partner,2,5
139995,male,69,college graduate,widow or divorced or separated,1,0.89
139996,female,66,college graduate,married or lives with partner,2,2.62
139997,male,27,college graduate,never married,2,4.04
139998,female,66,HS graduate,married or lives with partner,2,4.18
139999,male,65,HS graduate,married or lives with partner,3,1.04
140000,female,24,some college,married or lives with partner,6,2.29
140001,male,41,HS graduate,married or lives with partner,4,3.6
140004,male,58,HS graduate,widow or divorced or separated,1,0.06
140006,male,31,college graduate,married or lives with partner,2,5
140007,male,80,HS graduate,married or lives with partner,2,1.75
140010,male,71,some college,married or lives with partner,2,4.15
140011,male,55,some college,married or lives with partner,3,5
140012,female,80,college graduate,married or lives with partner,2,5
140013,female,30,some college,widow or divorced or separated,1,1.71
140014,male,39,college graduate,married or lives with partner,4,1.67
140015,female,33,some college,never married,4,0.56
140016,male,22,college graduate,never married,3,5
140019,female,33,some college,married or lives with partner,4,5
140020,female,53,college graduate,never married,1,5
140021,male,72,college graduate,married or lives with partner,2,5
140022,female,62,some college,widow or divorced or separated,2,2.84
140023,female,52,some college,married or lives with partner,2,5
140024,female,80,less than 9th grade,widow or divorced or separated,1,5
140025,male,21,HS graduate,married or lives with partner,3,1.09
140026,female,68,some college,widow or divorced or separated,2,3
140027,female,22,some college,married or lives with partner,2,2.47
140028,female,69,some college,widow or divorced or separated,2,2.24
140032,male,33,some college,married or lives with partner,5,2.42
140034,male,51,college graduate,married or lives with partner,2,5
140036,female,25,college graduate,never married,1,2.19
140037,male,50,college graduate,married or lives with partner,4,5
140039,female,72,some college,widow or divorced or separated,1,1.4
140040,male,67,college graduate,married or lives with partner,2,5
140041,male,72,some college,married or lives with partner,2,
140042,female,51,college graduate,married or lives with partner,4,5
140043,male,33,some college,never married,3,0.63
140044,female,71,less than 9th grade,widow or divorced or separated,2,
140045,female,27,college graduate,never married,1,5
140046,male,80,some college,married or lives with partner,2,
140048,female,60,9 to 11th grade,married or lives with partner,2,
140049,female,69,college graduate,never married,1,3.97
140053,male,69,some college,married or lives with partner,2,
140055,male,30,HS graduate,married or lives with partner,4,0.31
140056,female,34,college graduate,never married,4,1.26
140057,female,27,college graduate,never married,1,3.09
140058,male,56,college graduate,married or lives with partner,3,5
140059,female,31,some college,married or lives with partner,5,2.28
140064,female,67,college graduate,married or lives with partner,3,5
140065,male,51,9 to 11th grade,never married,2,4.42
140066,female,60,HS graduate,married or lives with partner,4,
140067,female,55,some college,widow or divorced or separated,3,0.23
140068,female,63,HS graduate,married or lives with partner,4,5
140069,female,37,9 to 11th grade,never married,2,0.19
140070,male,64,HS graduate,married or lives with partner,3,5
140071,female,33,some college,married or lives with partner,5,2.31
140072,female,42,HS graduate,married or lives with partner,4,1.56
140073,male,63,HS graduate,married or lives with partner,2,0.66
140074,male,79,college graduate,never married,1,1.92
140075,male,38,some college,married or lives with partner,4,1.98
140077,male,72,college graduate,married or lives with partner,6,0.48
140078,female,48,college graduate,married or lives with partner,4,5
140079,male,21,,,6,
140081,female,30,college graduate,married or lives with partner,2,5
140084,female,55,some college,married or lives with partner,2,
140085,male,69,college graduate,widow or divorced or separated,1,2.94
140086,male,73,college graduate,widow or divorced or separated,2,0.89
140088,female,76,college graduate,widow or divorced or separated,1,4.12
140090,female,37,college graduate,married or lives with partner,1,5
140091,female,59,some college,married or lives with partner,2,3.82
140092,male,57,9 to 11th grade,married or lives with partner,4,1.95
140094,female,29,college graduate,married or lives with partner,2,5
140095,male,59,some college,married or lives with partner,1,0.72
140096,female,80,some college,widow or divorced or separated,1,2.4
140097,male,49,college graduate,never married,3,4.34
140100,female,74,college graduate,married or lives with partner,2,5
140101,male,24,college graduate,never married,1,5
140104,female,47,9 to 11th grade,widow or divorced or separated,2,2.68
140105,female,78,HS graduate,widow or divorced or separated,1,1.07
140109,male,57,some college,married or lives with partner,2,3.3
140110,female,55,college graduate,widow or divorced or separated,2,3.96
140111,female,25,college graduate,married or lives with partner,2,5
140112,female,22,some college,never married,4,1.4
140115,male,42,college graduate,married or lives with partner,2,5
140116,female,39,some college,widow or divorced or separated,1,1.77
140117,female,26,college graduate,married or lives with partner,2,1.94
140118,male,59,some college,widow or divorced or separated,2,3.3
140119,female,34,college graduate,married or lives with partner,5,2.16
140121,female,24,college graduate,never married,2,2.73
140122,female,37,college graduate,married or lives with partner,6,4.25
140124,female,32,9 to 11th grade,never married,4,0.38
140127,female,65,college graduate,married or lives with partner,7,1.97
140129,female,42,college graduate,married or lives with partner,3,1.29
140130,female,64,college graduate,married or lives with partner,3,5
140131,female,74,some college,married or lives with partner,2,1.72
140132,male,29,HS graduate,married or lives with partner,6,1.49
140133,female,40,college graduate,never married,2,
140134,male,63,college graduate,never married,1,4.56
140135,female,80,college graduate,widow or divorced or separated,1,4.8
140137,female,50,less than 9th grade,married or lives with partner,3,2.39
140139,female,64,some college,widow or divorced or separated,1,2.1
140142,male,46,college graduate,married or lives with partner,1,5
140143,male,59,HS graduate,married or lives with partner,6,
140144,female,68,college graduate,married or lives with partner,2,5
140145,female,60,less than 9th grade,widow or divorced or separated,2,0.96
140147,female,33,some college,never married,4,0.66
140148,female,53,college graduate,married or lives with partner,3,5
140149,male,65,college graduate,married or lives with partner,2,5
140151,female,44,HS graduate,married or lives with partner,2,5
140152,male,62,some college,widow or divorced or separated,1,
140153,female,38,college graduate,married or lives with partner,3,5
140154,male,28,college graduate,married or lives with partner,2,4.06
140155,female,21,some college,never married,6,
140156,female,68,some college,married or lives with partner,2,1.75
140158,male,63,HS graduate,married or lives with partner,1,3.97
140160,male,39,college graduate,never married,3,3.42
140161,male,73,some college,married or lives with partner,2,3.04
140163,female,80,college graduate,married or lives with partner,6,5
140164,male,80,9 to 11th grade,married or lives with partner,2,1.18
140165,male,71,HS graduate,married or lives with partner,2,1.72
140166,male,22,some college,never married,5,2.39
140169,male,32,college graduate,married or lives with partner,2,
140170,male,45,HS graduate,married or lives with partner,4,
